Ref;Arena Link;Category;Characteristics;Commodity Class;Created Date;Description;DXDB_LIBNAME;Effective Date;Footprint;Halogen Free;Manufacturer 1;Manufacturer 1 PN;Manufacturer 2;Manufacturer 2 PN;Manufacturer 3;Manufacturer 3 PN;Manufacturer 4;Manufacturer 4 PN;Manufacturer 5;Manufacturer 5 PN;Owner;Part Height;Part Status;Rating;Requestor;Revision;RoHS Compliant;Temperature Range;Tolerance;Value;Variant Variable Text;Voltage;Price
R700;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R701;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R702;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R703;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R704;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R705;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R706;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R708;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R710;https://app.bom.com/a/1J2K3N6N6P7SEEHB?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:40-08:00;RES, 12K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-05-06T18:58:39-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP1202F;RK73H1ETTP1202F;ROHM MCR01MZPF1202;MCR01MZPF1202;YAGEO RC0402FR-0712KL;RC0402FR-0712KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;12K;;50V;0.0
R712;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R713;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R714;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R715;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R716;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R717;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R718;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R722;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R723;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R724;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R725;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R726;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R727;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R731;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R732;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;UR732ATTD68L0F ROHM MCR01MZPJ000;UR732ATTD68L0F MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R733;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R735;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R736;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R737;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R739;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R740;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R744;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R753;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R754;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R755;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R777;https://app.bom.com/a/L3M4N7Q7Q99VSC75?v=files.associations;Resistor;;PAS - Passives;2014-09-11T17:44:56-08:00;RES, 10K, 0.1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2015-03-15T23:56:35-08:00;0402R;N/A;PANASONIC ERA-2AEB103X;ERA-2AEB103X;;;;;;;;;Carson Turnbull;0.4mm;Production;1/16W;Xavier Dumoulin;1;N/A;-55 +155C;0.1%;10K;DNI;50V;0.0
R778;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R781;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R782;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R785;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R786;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R793;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R794;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R795;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R796;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R798;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R802;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R803;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R804;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
